SIREN;Nom de l'entreprise;Produit;Numéro de dossier;Chargé d'affaire;Finalité commerciale;Date D'accord;Date prévisionnelle de signature;Dépenses entreprise (k€);Statut
752411280;SINGH GSM;Financement formation TES;2355117147;Frederick Predovic;Développement;;23/05/2013;239;Perdu
849538137;A.C.M.E.;Financement plan réduction pollution;1835417148;Queen Pfannerstill;Modernisation;11/08/2012;08/07/2012;281;Gagné
480131127;HERBORISA NATURA;Financement plan réduction pollution;6063267149;Price Glover;Modernisation;05/05/2011;19/03/2011;487;Gagné
531757128;A LINE;Prêt Crédit Impôt Recherche;6410487150;Isaac Runolfsdottir;Développement;;09/08/2015;106;Perdu
219200268;A SAINT BRIEUC;Financement plan réduction émissions CO2;2746747151;Frederick Predovic;Modernisation;;29/11/2013;369;Perdu
483800553;AAPS AVOCATS;Financement formation TES;9235137152;Dusty Hoppe;Développement;;14/10/2012;279;Perdu
453741498;HBH COMMUNICATION;Financement plan réduction pollution;6120867153;Isaac Runolfsdottir;Modernisation;03/01/2017;29/11/2016;153;Gagné
537861742;SOC GENACO;Prêt Crédit Impôt Recherche;0493577154;Brad Volkman;Développement;;14/01/2019;297;Perdu
505099598;HAUTES ETUDES APPLIQUEES DU DROIT (HEAD);Financement installations production énergies renouvellables;3889277155;Dusty Hoppe;Modernisation;;14/06/2018;446;Perdu
528649395;HOTEL MARAIS GRANDS BOULEVARDS;Prêt Crédit Impôt Recherche;6561077156;Mara Lowe;Développement;29/07/2010;09/06/2010;282;Gagné
38864252;HOTEL ACADIA;Financement formation TES;3627627157;Arnoldo Roob;Développement;;25/08/2011;459;Perdu
844159459;33 RUE LA FAYETTE TENANT SAS;Prêt participatif développement bois;6420247158;Trystan Hickle;Développement;;02/09/2017;201;Perdu
524851813;A2BH ARCHITECTURE;Financement formation TES;3856167159;Lavon Lang;Développement;;18/01/2011;313;Perdu
824831283;HOBOKEN;Financement plan réduction pollution;3898947160;Cecile Marquardt;Modernisation;;27/06/2016;346;Perdu
798205985;AARPI LIZOP ET ASSOCIES;Financement innovation écologique;1213547161;Arnoldo Roob;Développement;22/03/2013;30/01/2013;398;Gagné
424750677;HIGH BRIDGE & CO;Financement campagne sensibilisation interne TES;9344677162;Queen Pfannerstill;Développement;;30/09/2011;303;Perdu
419607007;HBA;Financement innovation écologique;2048307163;Arnoldo Roob;Développement;;30/04/2014;425;Perdu
842694796;ABA DAN DEPANN;Financement plan réduction pollution;4845337164;Dusty Hoppe;Modernisation;17/01/2011;06/11/2010;291;Gagné
827628363;SNC  FROMENTIN;Financement formation TES;0440237165;Isaac Runolfsdottir;Développement;;03/09/2017;163;Perdu
791698012;A K SARL;Financement plan réduction émissions CO2;5148447166;Isaac Runolfsdottir;Modernisation;;18/06/2011;270;Perdu
808185797;SMTM INVEST;Financement travaux modernisation;9159047167;Abigayle Rohan;Modernisation;16/04/2018;07/03/2018;162;Gagné
429361751;HOTEL GAVARNI;Prêt économies énergies;3441697168;Isaac Runolfsdottir;Modernisation;18/05/2016;14/03/2016;446;Gagné
840858898;SOC COOPE RENOVATION EQUIPEMENT COMMERCE;Prêt Crédit Impôt Recherche;0806717169;Cecile Marquardt;Développement;;08/02/2013;141;Perdu
842073397;SIM BATI DECO;Prêt économies énergies;4988317170;Felicia Nicolas;Modernisation;;30/01/2011;142;Perdu
438337172;HOTEL DU PANTHEON;Financement installations production énergies renouvellables;2823397171;Dusty Hoppe;Modernisation;;23/06/2017;449;Perdu
413116526;A.L.C.;Prêt participatif développement bois;2812147172;Felicia Nicolas;Développement;;19/04/2017;144;Perdu
848103941;1000 ET UNE COURSES;Financement innovation écologique;5033737173;Arnoldo Roob;Développement;;12/04/2014;435;Perdu
538546227;HOTEL DE TOURVILLE;Financement travaux modernisation;7944357174;Darrion Becker;Modernisation;27/03/2017;28/01/2017;330;Gagné
830927992;HOME STOCK;Financement plan réduction pollution;7895417175;Arnoldo Roob;Modernisation;;11/08/2016;276;Perdu
790505523;HOTEL D AMBOISE;Financement campagne sensibilisation interne TES;1889067176;Frederick Predovic;Développement;;18/08/2017;480;Perdu
838900462;A&A;Financement plan réduction pollution;7672777177;Trystan Hickle;Modernisation;;17/11/2016;483;Perdu
503775983;ABC DU COIFFEUR 5 (L');Financement installations production énergies renouvellables;8928807178;Trystan Hickle;Modernisation;14/08/2017;25/05/2017;121;Gagné
383993441;A LA FETE CONVENTION;Financement installations production énergies renouvellables;6661357179;Darrion Becker;Modernisation;;14/04/2014;265;Perdu
832815484;SNC DU 13 R TROUSSEAU;Prêt économies énergies;3364947180;Trystan Hickle;Modernisation;;09/05/2013;390;Perdu
809284177;HOTEL MICHEL MONTPARNASSE;Financement travaux modernisation;2964237181;Trystan Hickle;Modernisation;30/05/2012;29/04/2012;253;Gagné
818589426;A & E;Financement plan réduction émissions CO2;0826547182;Dusty Hoppe;Modernisation;;09/08/2012;433;Perdu
434291142;HOTEL DE LA FONTAINE BEAUSEJOUR;Financement installations production énergies renouvellables;3545877183;Mara Lowe;Modernisation;;30/10/2018;200;Perdu
515100931;SOC CHAUSSURES BERTHIER;Prêt économies énergies;5777797184;Arnoldo Roob;Modernisation;04/06/2018;25/03/2018;454;Gagné
501345847;SNC MILLA ETOILE;Financement installations production énergies renouvellables;2834727185;Frederick Predovic;Modernisation;;21/09/2012;252;Perdu
801389057;HLDG;Prêt participatif développement bois;2426097186;Price Glover;Développement;;18/07/2012;349;Perdu
851166397;9HOTEL BASTILLE LYON;Financement plan réduction émissions CO2;7998047187;Arnoldo Roob;Modernisation;;07/02/2019;271;Perdu
304275530;SOC COOPERATIVE PERSONNEL BANQUE FRANCE;Prêt participatif développement bois;7489197188;Cecile Marquardt;Développement;;09/01/2017;132;Perdu
505005025;A2G EXPERTISE;Prêt économies énergies;7809287189;Cecile Marquardt;Modernisation;14/03/2019;18/01/2019;310;Gagné
848994737;SINNY & OOKO;Prêt Crédit Impôt Recherche;1212237190;Cecile Marquardt;Développement;;01/04/2013;409;Perdu
521821447;SHORTLINKS;Financement installations production énergies renouvellables;8875767191;Frederick Predovic;Modernisation;21/12/2017;09/11/2017;326;Gagné
483355475;SIGNATURS;Financement travaux modernisation;1057857192;Trystan Hickle;Modernisation;;23/01/2019;287;Perdu
834209959;SHEMEN;Prêt économies énergies;5500057193;Dusty Hoppe;Modernisation;;06/03/2012;371;Perdu
449131150;SIN REJAC;Financement formation TES;3885367194;Abigayle Rohan;Développement;;25/04/2013;182;Perdu
423182625;AB2H SARL;Prêt Crédit Impôt Recherche;8148037195;Brad Volkman;Développement;;10/12/2014;106;Perdu
439353855;217 RP;Financement travaux modernisation;3583177196;Brad Volkman;Modernisation;;17/07/2018;293;Perdu
539456368;3 V FINANCE;Financement formation TES;0516787197;Brad Volkman;Développement;;21/11/2013;165;Perdu
850461690;HEDIOS PATRIMOINE;Financement campagne sensibilisation interne TES;4059307198;Dusty Hoppe;Développement;;01/02/2011;257;Perdu
417902806;HOTEL ETOILE TROCADERO;Prêt Crédit Impôt Recherche;0544237199;Isaac Runolfsdottir;Développement;25/09/2015;29/07/2015;216;Gagné
841747785;SILENT;Prêt participatif développement bois;4054867200;Dusty Hoppe;Développement;;20/09/2017;285;Perdu
348156001;ABIHSSIRA;Financement travaux modernisation;2941837201;Cecile Marquardt;Modernisation;09/02/2016;06/01/2016;129;Gagné
494152325;HEATALY;Prêt participatif développement bois;6960307202;Hayden Schroeder;Développement;;04/08/2016;268;Perdu
394466569;A.S.C.;Prêt participatif développement bois;5190377203;Brad Volkman;Développement;;08/12/2014;304;Perdu
810196436;HELVET UNDERGROUND;Financement plan réduction émissions CO2;7903657204;Queen Pfannerstill;Modernisation;;05/03/2010;450;Perdu
831663794;SOC DETOU;Financement plan réduction pollution;0240967205;Hayden Schroeder;Modernisation;;28/08/2012;464;Perdu
834053712;SNCEEL;Prêt économies énergies;2886807206;Felicia Nicolas;Modernisation;;17/05/2014;384;Perdu
751000217;SOC BAYLAUD;Financement installations production énergies renouvellables;0677877207;Arnoldo Roob;Modernisation;;25/07/2017;219;Perdu
484644943;SIRTEG;Prêt économies énergies;5843867208;Brad Volkman;Modernisation;;18/02/2015;248;Perdu
840859367;HELIONWOOD;Prêt participatif développement bois;6649817209;Brad Volkman;Développement;;02/04/2015;235;Perdu
424750677;HIGH BRIDGE & CO;Prêt Crédit Impôt Recherche;6780197210;Queen Pfannerstill;Développement;;14/05/2018;122;Perdu
850287475;SOC FRANCAISE NETTOYAGE;Financement installations production énergies renouvellables;7397087211;Cecile Marquardt;Modernisation;07/09/2013;17/06/2013;225;Gagné
821555620;HOTEL ASTRID;Financement travaux modernisation;5968497212;Frederick Predovic;Modernisation;;01/03/2013;153;Perdu
503952426;SOC ATLANTIC HOTEL;Financement travaux modernisation;1598127213;Isaac Runolfsdottir;Modernisation;;10/04/2012;298;Perdu
813533163;HERVE ROUET, SANDRINE MACET, HUISSIERS DE JUSTICE;Financement campagne sensibilisation interne TES;5215887214;Isaac Runolfsdottir;Développement;22/09/2011;02/07/2011;481;Gagné
43904119;SLOCLAP;Financement plan réduction émissions CO2;8179707215;Trystan Hickle;Modernisation;;15/07/2011;405;Perdu
793858465;SLJ DISTRIBUTION;Financement campagne sensibilisation interne TES;1561137216;Felicia Nicolas;Développement;13/04/2010;18/01/2010;120;Gagné
790815286;HASCOET ET ASSOCIES;Financement installations production énergies renouvellables;7153647217;Brad Volkman;Modernisation;;19/12/2015;256;Perdu
428437511;SIMFLEUR DEVELOPPEMENT;Prêt participatif développement bois;1170597218;Isaac Runolfsdottir;Développement;09/09/2012;08/08/2012;448;Gagné
814840872;100EME ETAGE;Financement installations production énergies renouvellables;0657037219;Darrion Becker;Modernisation;;08/06/2017;217;Perdu
823642574;SILVER VOYAGES;Financement plan réduction émissions CO2;0200827220;Cecile Marquardt;Modernisation;30/06/2011;02/04/2011;337;Gagné
447771494;HFCA;Financement plan réduction pollution;0862127221;Price Glover;Modernisation;;11/02/2017;108;Perdu
821403490;HORZE FRANCE;Financement formation TES;1691447222;Arnoldo Roob;Développement;;11/11/2011;312;Perdu
842073397;SIM BATI DECO;Financement plan réduction pollution;1552297223;Queen Pfannerstill;Modernisation;14/09/2010;20/06/2010;424;Gagné
849666557;AB NETTOYAGE ET SERVICES;Financement formation TES;1561607224;Arnoldo Roob;Développement;26/12/2010;10/11/2010;375;Gagné
528533789;HOTEL DE PASSY;Financement formation TES;1525577225;Price Glover;Développement;;30/04/2018;372;Perdu
827846601;SOC DE L HOTEL PEYRIS;Prêt participatif développement bois;9676957226;Dusty Hoppe;Développement;;18/06/2013;175;Perdu
814029955;HOTEL DES DEUX CONTINENTS;Financement plan réduction émissions CO2;1520547227;Queen Pfannerstill;Modernisation;11/06/2013;06/05/2013;427;Gagné
798450706;SOC FRANC DE PHYSIQUE;Prêt Crédit Impôt Recherche;9829477228;Abigayle Rohan;Développement;;23/06/2018;243;Perdu
753702620;AARON'S;Prêt participatif développement bois;3417937229;Arnoldo Roob;Développement;09/03/2011;26/01/2011;298;Gagné
524082062;SIGNATURE ST GERMAIN DES PRES SARL;Financement formation TES;2370427230;Price Glover;Développement;;17/12/2011;110;Perdu
784671257;SHEN NONG;Financement campagne sensibilisation interne TES;0134467231;Queen Pfannerstill;Développement;;15/02/2018;150;Perdu
391113776;HEALTH CONSULTING SERVICES INTERNATIONAL;Financement formation TES;1565107232;Trystan Hickle;Développement;;22/01/2014;319;Perdu
432603876;SINGER & HAMILTON;Prêt économies énergies;0858417233;Hayden Schroeder;Modernisation;20/12/2011;23/09/2011;258;Gagné
842051450;100 000 ENTREPRENEURS;Financement plan réduction émissions CO2;0623907234;Felicia Nicolas;Modernisation;01/07/2019;18/05/2019;136;Gagné
381742774;SOC FIDUCIAIRE DE LUYNES;Financement innovation écologique;3012777235;Darrion Becker;Développement;;04/03/2019;475;Perdu
815361621;A LA BONNE HEURE;Prêt Crédit Impôt Recherche;0737367236;Price Glover;Développement;26/04/2019;23/03/2019;373;Gagné
798450706;SOC FRANC DE PHYSIQUE;Financement plan réduction pollution;6643977237;Abigayle Rohan;Modernisation;18/12/2012;25/10/2012;253;Gagné
829166693;SKETCHFAB;Financement formation TES;0166627238;Hayden Schroeder;Développement;22/10/2013;12/08/2013;249;Gagné
791698012;A K SARL;Financement travaux modernisation;7218857239;Abigayle Rohan;Modernisation;;09/04/2014;260;Perdu
380308817;SLC LES PARISIENNES;Prêt participatif développement bois;2366777240;Abigayle Rohan;Développement;;02/08/2018;425;Perdu
813900370;AC MONTPARNASSE;Financement formation TES;9348737241;Arnoldo Roob;Développement;;16/08/2018;228;Perdu
808611198;HELLMA FRANCE;Financement formation TES;0722667242;Lavon Lang;Développement;21/02/2017;17/01/2017;116;Gagné
428147789;HOTEL DE NEMOURS;Financement plan réduction pollution;3209247243;Cecile Marquardt;Modernisation;;20/07/2011;108;Perdu
878303510;SIMR;Financement installations production énergies renouvellables;8493857244;Price Glover;Modernisation;;27/10/2010;421;Perdu
824555148;3 KLES CONSULTING;Financement innovation écologique;1343797245;Queen Pfannerstill;Développement;08/04/2020;30/01/2020;358;Gagné
414942854;ABC+;Financement plan réduction émissions CO2;7148317246;Trystan Hickle;Modernisation;;04/12/2019;491;En cours
835061979;SOC GRAND HOTEL MODERNE;Prêt participatif développement bois;2996457247;Abigayle Rohan;Développement;23/10/2013;04/09/2013;317;Gagné
825207012;SOC D'EXPERT COMPTABLE FIDUCIAIRE UNION;Prêt économies énergies;4161367248;Arnoldo Roob;Modernisation;;05/05/2018;356;Perdu
832606982;SNC HOTELIERE ARES EIFFEL;Prêt participatif développement bois;4129057249;Hayden Schroeder;Développement;;07/10/2017;460;Perdu
840140446;SOC AMPERE;Financement innovation écologique;1622697250;Price Glover;Développement;;14/01/2013;319;Perdu
840531289;SOC FINANCIERE ET IMMOBILIE PETROFRANCE;Prêt participatif développement bois;1936827251;Trystan Hickle;Développement;24/01/2016;04/12/2015;262;Gagné
510493406;2 CF NET;Financement installations production énergies renouvellables;4441447252;Felicia Nicolas;Modernisation;;03/04/2014;292;Perdu
439414046;A.F.M;Prêt Crédit Impôt Recherche;8595827253;Queen Pfannerstill;Développement;03/07/2013;09/05/2013;426;Gagné
499680494;SHIGERU BAN ARCHITECTS EUROPE;Financement formation TES;3049997254;Abigayle Rohan;Développement;03/02/2020;27/11/2019;244;Gagné
827907254;HODBOURG WAGNER ARCHITECTURE;Financement plan réduction pollution;2731707255;Abigayle Rohan;Modernisation;;16/10/2016;194;Perdu
448977454;HORIZON MOKA;Prêt participatif développement bois;6462767256;Hayden Schroeder;Développement;;10/02/2018;233;Perdu
533834487;SOC FAW;Financement formation TES;7616127257;Dusty Hoppe;Développement;05/04/2016;16/01/2016;497;Gagné
444608566;3 L EXPERT;Financement innovation écologique;6605517258;Isaac Runolfsdottir;Développement;06/08/2013;14/05/2013;238;Gagné
818620536;HOTEL DE LA GARE DU NORD;Financement plan réduction émissions CO2;0006067259;Mara Lowe;Modernisation;;25/06/2010;221;Perdu
399020304;SOC ASTRONOMIQUE DE FRANCE;Financement plan réduction émissions CO2;7900877260;Trystan Hickle;Modernisation;30/05/2011;31/03/2011;449;Gagné
490518370;ABSOLUTE PC;Financement innovation écologique;0184417261;Price Glover;Développement;;14/12/2012;157;Perdu
810133561;2GY;Prêt économies énergies;8670037262;Queen Pfannerstill;Modernisation;;08/10/2014;237;Perdu
501379705;14 TRANS;Prêt participatif développement bois;5413387263;Isaac Runolfsdottir;Développement;;16/03/2010;188;Perdu
879319242;01NET MAG;Financement campagne sensibilisation interne TES;4415417264;Arnoldo Roob;Développement;;15/08/2012;190;Perdu
807744628;A.V.P.P.SARL;Prêt Crédit Impôt Recherche;3295677265;Darrion Becker;Développement;;20/03/2018;427;Perdu
539456368;3 V FINANCE;Financement travaux modernisation;3320937266;Cecile Marquardt;Modernisation;28/12/2019;14/10/2019;180;Gagné
448366971;AB ET ASSOCIES;Financement formation TES;9451207267;Isaac Runolfsdottir;Développement;;21/10/2019;147;Perdu
529251217;SIAE;Prêt participatif développement bois;2526617268;Dusty Hoppe;Développement;05/03/2013;13/01/2013;402;Gagné
791775737;AARPI LCG AVOCATS;Financement campagne sensibilisation interne TES;8625367269;Arnoldo Roob;Développement;;01/11/2011;145;Perdu
811549633;HOTEL HELUSSI;Financement campagne sensibilisation interne TES;7577097270;Hayden Schroeder;Développement;;05/03/2012;347;Perdu
414016436;8EME CONTINENT;Financement formation TES;1909447271;Mara Lowe;Développement;;25/07/2010;284;Perdu
825036783;HENNESSEN ET CIE SAS;Financement formation TES;7491067272;Lavon Lang;Développement;13/01/2016;20/11/2015;213;Gagné
422752808;HOLDING EXPERTISE CONSEIL;Financement plan réduction émissions CO2;5400837273;Queen Pfannerstill;Modernisation;;21/01/2015;128;Perdu
820335131;HORUS;Prêt participatif développement bois;5450147274;Darrion Becker;Développement;10/10/2019;04/09/2019;272;Gagné
753342286;HENRIOT DECO;Financement formation TES;6357577275;Dusty Hoppe;Développement;04/02/2015;12/11/2014;474;Gagné
